iterations,threads,time_in_ns,matrix_size,gmacs
22,c0,21253000,720,17.562132404836966
23,c0,25086000,720,14.87873714422387
24,c0,24127000,720,15.470137190699216
0,c0,26982000,744,15.263167444963308
1,c0,28687000,744,14.356007390107017
2,c0,15835000,744,26.00762766024629
3,c0,18391000,744,22.393060953727367
4,c0,20487000,744,20.102054180699955
5,c0,25419000,744,16.201691018529445
6,c0,20757000,744,19.840573493279376
7,c0,30457000,744,13.52171205305841
8,c0,14762000,744,27.89803441268121
9,c0,27495000,744,14.97838821603928
10,c0,21439000,744,19.209421334950324
11,c0,11380000,744,36.18899683655536
12,c0,19699000,744,20.906177166353622
13,c0,19887000,744,20.708542464926836
14,c0,19643000,744,20.96577834343023
15,c0,24529000,744,16.789546414448203
16,c0,13010000,744,31.654941122213682
17,c0,37117000,744,11.095476035239917
18,c0,21255000,744,19.37571319689485
19,c0,17424000,744,23.6358347107438
20,c0,25819000,744,15.950686858515047
21,c0,10021000,744,41.09677517213851
22,c0,22165000,744,18.58022937062937
23,c0,14172000,744,29.059468247248095
24,c0,26915000,744,15.30116232584061
0,c0,23935000,768,18.925624900772927
1,c0,23654000,768,19.150453707618162
2,c0,35375000,768,12.80522493286219
3,c0,15109000,768,29.981125951419685
4,c0,24991000,768,18.125918610699852
5,c0,15569000,768,29.09530682767037
6,c0,18846000,768,24.03612607449857
7,c0,19249000,768,23.532902072834954
8,c0,19674000,768,23.02454162854529
9,c0,20514000,768,22.081740859900556
10,c0,27377000,768,16.54618226978851
11,c0,17578000,768,25.769987029241097
12,c0,25011000,768,18.111424253328536
13,c0,12968000,768,34.93097100555213
14,c0,24797000,768,18.26772722506755
15,c0,10866000,768,41.68827829928217
16,c0,23791000,768,19.040176201084442
17,c0,17943000,768,25.245768934960708
18,c0,18897000,768,23.97125638990316
19,c0,23624000,768,19.174772773450727
20,c0,13479000,768,33.60670910304919
21,c0,22456000,768,20.17210687566797
22,c0,26296000,768,17.226377852144815
23,c0,28352000,768,15.97717381489842
24,c0,14579000,768,31.07104959187873
0,c0,26567000,792,18.699630669627734
1,c0,20772000,792,23.916478336221836
2,c0,31460000,792,15.791261538461539
3,c0,27076000,792,18.348097503323977
4,c0,13803000,792,35.991674853292764
5,c0,35055000,792,14.171818228498074
6,c0,27281000,792,18.210222792419632
7,c0,44942000,792,11.054093898802902
8,c0,23088000,792,21.517372141372142
9,c0,25263000,792,19.66484930530816
10,c0,22942000,792,21.65430598901578
11,c0,19400000,792,25.60789113402062
12,c0,22213000,792,22.36497042272543
13,c0,25633000,792,19.38099668396208
14,c0,15917000,792,31.211477539737388
15,c0,28727000,792,17.293594458175235
16,c0,21422000,792,23.190789282046495
17,c0,18548000,792,26.784186327366832
18,c0,30846000,792,16.10559190818907
19,c0,28356000,792,17.51985780787135
20,c0,30555000,792,16.25897849779087
21,c0,35694000,792,13.918111951588502
22,c0,31547000,792,15.74771255586902
23,c0,26365000,792,18.842901118907644
24,c0,34293000,792,14.486719972005949
0,c0,34658000,816,15.677145132436955
1,c0,27415000,816,19.819022287069124
2,c0,30351000,816,17.901831768310764
3,c0,23817000,816,22.81305353319058
4,c0,25669000,816,21.16710802914021
5,c0,13514000,816,40.20560130235312
6,c0,25246000,816,21.521765665848054
7,c0,20076000,816,27.064081291093842
8,c0,23762000,816,22.865857082737143
9,c0,30636000,816,17.735294947121034
10,c0,26506000,816,20.498698256998416
11,c0,35069000,816,15.493412871767088
12,c0,26245000,816,20.70255271480282
13,c0,37727000,816,14.401847377209956
14,c0,32873000,816,16.528412253216924
15,c0,27118000,816,20.036082896968804
16,c0,20410000,816,26.621190396864282
17,c0,31562000,816,17.214957733983905
18,c0,20341000,816,26.711493830195174
19,c0,33910000,816,16.022957711589502
20,c0,34957000,816,15.543052779128644
21,c0,27330000,816,19.88066212952799
22,c0,16619000,816,32.693814068235156
23,c0,32523000,816,16.70628466008671
24,c0,30595000,816,17.759061807484883
0,c0,38863000,840,15.251112883719733
1,c0,25594000,840,23.15792763929046
2,c0,27921000,840,21.227892983775654
3,c0,29333000,840,20.20604779599768
4,c0,26263000,840,22.56802345505083
5,c0,23120000,840,25.63598615916955
6,c0,31051000,840,19.088080899165888
7,c0,18938000,840,31.297074664695323
8,c0,24978000,840,23.729041556569783
9,c0,33333000,840,17.78129781297813
10,c0,24379000,840,24.312071865129823
11,c0,39073000,840,15.169144933841784
12,c0,30423000,840,19.48210235676955
13,c0,27219000,840,21.775377493662514
14,c0,22801000,840,25.99464935748432
15,c0,28513000,840,20.787149721179812
16,c0,31205000,840,18.99387918602788
17,c0,37239000,840,15.916216869411102
18,c0,35691000,840,16.606539463730353
19,c0,29550000,840,20.05766497461929
20,c0,32371000,840,18.309721664452752
21,c0,30747000,840,19.27680749341399
22,c0,36720000,840,16.141176470588235
23,c0,35480000,840,16.705298759864714
24,c0,24571000,840,24.122095152822432
0,c0,27953000,864,23.073464172003003
1,c0,35896000,864,17.96781100958324
2,c0,31931000,864,20.198945977263474
3,c0,31648000,864,20.379567239635996
4,c0,27180000,864,23.72967417218543
5,c0,27793000,864,23.20629453459504
6,c0,39553000,864,16.306539175283795
7,c0,24254000,864,26.59241955966026
8,c0,32488000,864,19.85263925141591
9,c0,16333000,864,39.48892083511908
10,c0,27487000,864,23.464639429548512
11,c0,21637000,864,29.808778666173684
12,c0,32655000,864,19.751111437758382
13,c0,17810000,864,36.21406760247052
14,c0,33513000,864,19.245443380180827
15,c0,26059000,864,24.75047177558617
16,c0,29904000,864,21.568102728731944
17,c0,35236000,864,18.304363264842774
18,c0,31520000,864,20.4623269035533
19,c0,28709000,864,22.465865895712145
20,c0,25325000,864,25.467820098716683
21,c0,25625000,864,25.169660253658538
22,c0,34056000,864,18.93858773784355
23,c0,27768000,864,23.227187554019014
24,c0,30768000,864,20.962446177847113
0,c0,31562000,888,22.18576363982004
1,c0,26767000,888,26.160087869391415
2,c0,33637000,888,20.817167761690996
3,c0,31164000,888,22.469101270696957
4,c0,35650000,888,19.641713099579242
5,c0,31469000,888,22.25132899043503
6,c0,29792000,888,23.503862513426423
7,c0,27949000,888,25.053743318186697
8,c0,31090000,888,22.522581923448055
9,c0,27563000,888,25.404602982258826
10,c0,27697000,888,25.281693757446654
11,c0,27161000,888,25.780607194138653
12,c0,30476000,888,22.976344402152513
13,c0,27905000,888,25.093247518365885
14,c0,35292000,888,19.840957497449846
15,c0,31077000,888,22.532003475238923
16,c0,29424000,888,23.797820554649267
17,c0,32308000,888,21.67348867153646
18,c0,27177000,888,25.76542929683188
19,c0,23306000,888,30.04492714322492
20,c0,30879000,888,22.676481492276306
21,c0,29798000,888,23.499129874488222
22,c0,32150000,888,21.780002239502334
23,c0,33910000,888,20.649574520790328
24,c0,34776000,888,20.13535403726708
0,c0,35714000,912,21.239584700677604
1,c0,35063000,912,21.633931152496935
2,c0,36440000,912,20.81642502744237
3,c0,30311000,912,25.025585694962224
4,c0,39224000,912,19.33893860901489
5,c0,35184000,912,21.559530695770803
6,c0,33826000,912,22.42507325725773
7,c0,38890000,912,19.505027719208023
8,c0,39275000,912,19.31382630171865
9,c0,34065000,912,22.267738969616907
10,c0,40827000,912,18.579629362921597
11,c0,32363000,912,23.43881988690789
12,c0,25040000,912,30.29355143769968
13,c0,26071000,912,29.095567028499097
14,c0,35418000,912,21.41709097069287
15,c0,37215000,912,20.38292430471584
16,c0,40694000,912,18.64035307416327
17,c0,27047000,912,28.045643805227936
18,c0,22737000,912,33.36194431983111
19,c0,31771000,912,23.87556350130622
20,c0,40636000,912,18.66695855891328
21,c0,25457000,912,29.797326000707073
22,c0,33321000,912,22.76493886738093
23,c0,35023000,912,21.658639408388773
24,c0,30509000,912,24.863172440919072
0,c0,37790000,936,21.699546335009263
1,c0,37016000,936,22.153281175707804
2,c0,32281000,936,25.402740187726526
3,c0,39437000,936,20.79331227020311
4,c0,28884000,936,28.39031491483174
5,c0,29217000,936,28.06673703665674
6,c0,44736000,936,18.330334763948496
7,c0,31978000,936,25.643437863531176
8,c0,34382000,936,23.850440812052817
9,c0,31308000,936,26.192214641625142
10,c0,31522000,936,26.014398071188378
11,c0,36036000,936,22.75574025974026
12,c0,29352000,936,27.937648405560097
13,c0,28708000,936,28.564367284380662
14,c0,34828000,936,23.545017112667967
15,c0,34750000,936,23.59786635971223
16,c0,34433000,936,23.815115034995497
17,c0,31968000,936,25.65145945945946
18,c0,46092000,936,17.791066909658944
19,c0,38138000,936,21.501543237715666
20,c0,46896000,936,17.48605117707267
21,c0,31541000,936,25.99872724390476
22,c0,22001000,936,37.27220835416572
23,c0,46540000,936,17.61980782122905
24,c0,21282000,936,38.531428249224696
0,c0,46623000,960,18.976385046007337
1,c0,35277000,960,25.079683646568586
2,c0,50077000,960,17.667512031471535
3,c0,39139000,960,22.604972022790566
4,c0,42461000,960,20.836438143237324
5,c0,35845000,960,24.682270888547915
6,c0,31529000,960,28.06102318500428
7,c0,38111000,960,23.214714911705283
8,c0,31483000,960,28.102023314169553
9,c0,52782000,960,16.76207798112993
10,c0,34126000,960,25.92556994666823
11,c0,32846000,960,26.93588260366559
12,c0,34564000,960,25.59703737993288
13,c0,34763000,960,25.450507723729253
14,c0,31675000,960,27.931681136543016
15,c0,34833000,960,25.39936267332702
16,c0,36913000,960,23.96814130523122
17,c0,37191000,960,23.788981205130273
18,c0,36870000,960,23.996094385679413
19,c0,31894000,960,27.73988838025961
20,c0,31633000,960,27.968766794170644
21,c0,31877000,960,27.754682059164914
22,c0,36930000,960,23.95710804224208
23,c0,31805000,960,27.817512969658857
24,c0,34962000,960,25.305646130084092
0,c0,41037000,984,23.217191899992688
1,c0,54176000,984,17.586457176609567
2,c0,36602000,984,26.030378230697774
3,c0,43423000,984,21.94145738433549
4,c0,38063000,984,25.031235162756484
5,c0,32933000,984,28.93037087419913
6,c0,35654000,984,26.722496886744825
7,c0,34225000,984,27.838244090577064
8,c0,32236000,984,29.555897257724283
9,c0,47856000,984,19.908974924774324
10,c0,40782000,984,23.362363395615713
11,c0,36263000,984,26.273719879767256
12,c0,53493000,984,17.811001514216812
13,c0,33736000,984,28.24175669907517
14,c0,41566000,984,22.92171255352933
15,c0,35351000,984,26.95154038075302
16,c0,40455000,984,23.551202669632925
17,c0,30961000,984,30.773033945931978
18,c0,34185000,984,27.870817727073277
19,c0,42015000,984,22.676756015708676
20,c0,38793000,984,24.560201685871164
21,c0,37874000,984,25.156146802555842
22,c0,44940000,984,21.200798931909212
23,c0,38795000,984,24.5589355329295
24,c0,44142000,984,21.58406741878483
0,c0,42529000,1008,24.08221477109737
1,c0,44830000,1008,22.84614124470221
2,c0,36830000,1008,27.808648167254955
3,c0,42886000,1008,23.881744905097236
4,c0,37941000,1008,26.99434680161303
5,c0,45667000,1008,22.427409551755098
6,c0,41543000,1008,24.653792744866763
7,c0,39209000,1008,26.121362748348595
8,c0,37078000,1008,27.622647176223097
9,c0,55125000,1008,18.579456
10,c0,34438000,1008,29.740185608920378
11,c0,38834000,1008,26.373603337281764
12,c0,42979000,1008,23.830068452034716
13,c0,49625000,1008,20.638640040302267
14,c0,36166000,1008,28.319208980810707
15,c0,52282000,1008,19.58977300026778
16,c0,43761000,1008,23.40423006786865
17,c0,43139000,1008,23.741684137323535
18,c0,42115000,1008,24.318948403181764
19,c0,32870000,1008,31.15888384545178
20,c0,52382000,1008,19.552375090680005
21,c0,46103000,1008,22.215311628310523
22,c0,30891000,1008,33.15504554724677
23,c0,38947000,1008,26.297083523763064
24,c0,35614000,1008,28.75814320211153
0,c0,34108000,1032,32.22425143661311
1,c0,52328000,1032,21.00414248585843
2,c0,43895000,1032,25.03940694839959
3,c0,38860000,1032,28.283704786412763
4,c0,51764000,1032,21.23299528629936
5,c0,36222000,1032,30.343569322511183
6,c0,42826000,1032,25.66442740391351
7,c0,51224000,1032,21.45683210994846
8,c0,43741000,1032,25.127563795980887
9,c0,38498000,1032,28.54965889137098
10,c0,37116000,1032,29.612694471387
11,c0,41449000,1032,26.51703944606625
12,c0,35035000,1032,31.371621749678894
13,c0,38781000,1032,28.341320956138315
14,c0,41276000,1032,26.628180250024226
15,c0,41115000,1032,26.732452097774534
16,c0,56552000,1032,19.435294383929836
17,c0,43442000,1032,25.30051028958151
18,c0,52149000,1032,21.07623862394293
19,c0,48227000,1032,22.790237170049974
20,c0,51713000,1032,21.253935528783863
21,c0,46791000,1032,23.489661858049626
22,c0,47679000,1032,23.052177436607312
23,c0,50951000,1032,21.571799729151536
24,c0,49749000,1032,22.09300223120063
0,c0,36121000,1056,32.601080147282744
1,c0,41172000,1056,28.601564558437772
2,c0,42557000,1056,27.67073844490918
3,c0,35955000,1056,32.75159549436796
4,c0,46432000,1056,25.361466574776017
5,c0,43323000,1056,27.181488262585695
6,c0,40304000,1056,29.21753711790393
7,c0,35035000,1056,33.61163453689168
8,c0,44605000,1056,26.40026041923551
9,c0,53693000,1056,21.931790289236957
10,c0,53022000,1056,22.209339821206292
11,c0,46081000,1056,25.554645428701633
12,c0,42617000,1056,27.631781120210245
13,c0,40951000,1056,28.755918439110157
14,c0,43576000,1056,27.02367394896273
15,c0,39055000,1056,30.151929740110102
16,c0,37240000,1056,31.621471965628356
17,c0,35706000,1056,32.97999260628466
18,c0,44063000,1056,26.7249986610081
19,c0,39878000,1056,29.52965585034355
20,c0,58256000,1056,20.213945619335348
21,c0,39006000,1056,30.189807106598984
22,c0,45496000,1056,25.88323404255319
23,c0,38400000,1056,30.66624
24,c0,45456000,1056,25.90601055966209
0,c0,185646000,1080,6.785559613457871
1,c0,60946000,1080,20.669313818790403
2,c0,52416000,1080,24.032967032967033
3,c0,49758000,1080,25.316773182201857
4,c0,38350000,1080,32.84777053455019
5,c0,38939000,1080,32.35090783019595
6,c0,32406000,1080,38.872801333086464
7,c0,34672000,1080,36.3322565759114
8,c0,32586000,1080,38.658074019517585
9,c0,42867000,1080,29.386521100146965
10,c0,44278000,1080,28.450065495279823
11,c0,45563000,1080,27.64769659592213
12,c0,45483000,1080,27.696326099861487
13,c0,55457000,1080,22.715112609769733
14,c0,51291000,1080,24.56009826285313
15,c0,40797000,1080,30.877564526803443
16,c0,63265000,1080,19.911673120998973
17,c0,48620000,1080,25.90933772110243
18,c0,63907000,1080,19.711643481934686
19,c0,51699000,1080,24.366274009168457
20,c0,63600000,1080,19.806792452830187
21,c0,51993000,1080,24.228492297039985
22,c0,66647000,1080,18.90125587048179
23,c0,64935000,1080,19.3995841995842
24,c0,46962000,1080,26.824070525105405
0,c0,40912000,1104,32.88944231521314
1,c0,49885000,1104,26.973496321539542
2,c0,42165000,1104,31.912080256136605
3,c0,45245000,1104,29.739703039009836
4,c0,58154000,1104,23.138096502390205
5,c0,47260000,1104,28.47170681337283
6,c0,40082000,1104,33.570502070754955
7,c0,59276000,1104,22.700129293474593
8,c0,46798000,1104,28.75278567460148
9,c0,38943000,1104,34.55236792234805
10,c0,56452000,1104,23.83569871749451
11,c0,61062000,1104,22.03617411810946
12,c0,52519000,1104,25.62068706563339
13,c0,55963000,1104,24.043973053624715
14,c0,60442000,1104,22.262216074914793
15,c0,44610000,1104,30.16303214525891
16,c0,121300000,1104,11.092933751030502
17,c0,63421000,1104,21.216519197111367
18,c0,52130000,1104,25.811871551889507
19,c0,63334000,1104,21.245663687750657
20,c0,54475000,1104,24.70074096374484
21,c0,59181000,1104,22.73656856085568
22,c0,54828000,1104,24.54170978332239
23,c0,50092000,1104,26.862031142697436
24,c0,100542000,1104,13.383191740765053
0,c0,174659000,1128,8.217435986694072
1,c0,125579000,1128,11.429053838619515
2,c0,81447000,1128,17.621878669564257
3,c0,46084000,1128,31.144196510719556
4,c0,47625000,1128,30.136465133858266
5,c0,39464000,1128,36.36856760591932
6,c0,42142000,1128,34.05745223292677
7,c0,59453000,1128,24.140903772728038
8,c0,52919000,1128,27.12162270640035
9,c0,56900000,1128,25.224062425307558
10,c0,52454000,1128,27.362053456361764
11,c0,54707000,1128,26.235201199115288
12,c0,46276000,1128,31.01497864984009
13,c0,51834000,1128,27.689338117837714
14,c0,62227000,1128,23.06473318655889
15,c0,45561000,1128,31.501704352406662
16,c0,56237000,1128,25.521438768070844
17,c0,70645000,1128,20.316358581640596
18,c0,47729000,1128,30.07079871776069
19,c0,48902000,1128,29.349498016441046
20,c0,42105000,1128,34.08738040612754
21,c0,47793000,1128,30.030530663486285
22,c0,52792000,1128,27.186868313380817
23,c0,57488000,1128,24.966065126635122
24,c0,46670000,1128,30.75314231840583
0,c0,48864000,1152,31.28732416502947
1,c0,42579000,1152,35.90558275206087
2,c0,53991000,1152,28.316271378563094
3,c0,56104000,1152,27.249818337373448
4,c0,46554000,1152,32.83979481891996
5,c0,44230000,1152,34.56531331675333
6,c0,51170000,1152,29.877346257572796
7,c0,63477000,1152,24.0846890684815
8,c0,50984000,1152,29.986344892515298
9,c0,51198000,1152,29.86100644556428
10,c0,58061000,1152,26.331337868793167
11,c0,60307000,1152,25.350685791035865
12,c0,50339000,1152,30.370563737857328
13,c0,69814000,1152,21.898527630561205
14,c0,56520000,1152,27.049253503184712
15,c0,56502000,1152,27.057870659445683
16,c0,57368000,1152,26.64941793334263
17,c0,46882000,1152,32.61003813830468
18,c0,66600000,1152,22.955312432432432
19,c0,52514000,1152,29.112690101687168
20,c0,53290000,1152,28.68875601426159
21,c0,46025000,1152,33.21724732210755
22,c0,52096000,1152,29.346280098280097
23,c0,64075000,1152,23.859911166601638
24,c0,51312000,1152,29.79466417212348
0,c0,65690000,1176,24.758407307048255
1,c0,68383000,1176,23.78339318251612
2,c0,58655000,1176,27.72789661580428
3,c0,50692000,1176,32.083559062573975
4,c0,53299000,1176,30.514264357680258
5,c0,52434000,1176,31.017656024716786
6,c0,78995000,1176,20.588388834736374
7,c0,60704000,1176,26.791970479704798
8,c0,57865000,1176,28.106450807914975
9,c0,63590000,1176,25.576030445038526
10,c0,53451000,1176,30.42749014985688
11,c0,61870000,1176,26.287049878778085
12,c0,55032000,1176,29.553346707370256
13,c0,62626000,1176,25.969721457541596
14,c0,52893000,1176,30.748488004083715
15,c0,50625000,1176,32.126020266666664
16,c0,66234000,1176,24.555058972733036
17,c0,63427000,1176,25.64175786337049
18,c0,64325000,1176,25.28378975514963
19,c0,55726000,1176,29.185295481462873
20,c0,49723000,1176,32.708802284657
21,c0,56632000,1176,28.718388472948156
22,c0,60165000,1176,27.03199162303665
23,c0,50624000,1176,32.12665486725664
24,c0,49134000,1176,33.10090316277934
0,c0,60883000,1200,28.38230704794442
1,c0,72192000,1200,23.93617021276596
2,c0,79412000,1200,21.75993552611696
3,c0,65458000,1200,26.398606740199824
4,c0,63448000,1200,27.234901021308787
5,c0,54368000,1200,31.783402001177162
6,c0,57901000,1200,29.844044144315298
7,c0,61504000,1200,28.09573361082206
8,c0,60297000,1200,28.65814219612916
9,c0,53897000,1200,32.06115368202312
10,c0,59746000,1200,28.92243832223078
11,c0,55548000,1200,31.108230719377836
12,c0,56559000,1200,30.552166763910254
13,c0,47008000,1200,36.75970047651464
14,c0,67050000,1200,25.77181208053691
15,c0,68578000,1200,25.197585231415324
16,c0,64122000,1200,26.948629175633947
17,c0,61654000,1200,28.027378596684724
18,c0,69258000,1200,24.95018626007104
19,c0,67437000,1200,25.623915654610972
20,c0,56902000,1200,30.368001124740783
21,c0,66510000,1200,25.981055480378892
22,c0,58727000,1200,29.424285252098695
23,c0,54563000,1200,31.669812876857943
24,c0,66062000,1200,26.15724622324483
